dataset,row_index,column,value,issue
附件5_Sheet1,15,表面位移_mm,0.0,非起始位置零值
附件5_Sheet1,39,表面位移_mm,0.0,非起始位置零值
附件5_Sheet1,299,表面位移_mm,4.441,局部差分突变候选
附件5_Sheet1,324,表面位移_mm,2.981,局部差分突变候选
附件5_Sheet1,415,表面位移_mm,12.982,局部差分突变候选
附件5_Sheet1,416,表面位移_mm,5.975,局部差分突变候选
附件5_Sheet1,444,表面位移_mm,17.491,局部差分突变候选
附件5_Sheet1,445,表面位移_mm,6.903,局部差分突变候选
附件5_Sheet1,1375,表面位移_mm,146.641,局部差分突变候选
附件5_Sheet1,2066,表面位移_mm,310.852,局部差分突变候选
附件5_Sheet1,2067,表面位移_mm,309.26,局部差分突变候选
附件5_Sheet1,2410,表面位移_mm,459.379,局部差分突变候选
附件5_Sheet1,2416,表面位移_mm,463.884,局部差分突变候选
附件5_Sheet1,2417,表面位移_mm,463.562,局部差分突变候选
附件5_Sheet1,2662,表面位移_mm,547.105,局部差分突变候选
附件5_Sheet1,2664,表面位移_mm,548.808,局部差分突变候选
附件5_Sheet1,2725,表面位移_mm,566.616,局部差分突变候选
附件5_Sheet1,2726,表面位移_mm,564.654,局部差分突变候选
附件5_Sheet1,2827,表面位移_mm,593.119,局部差分突变候选
附件5_Sheet1,3948,表面位移_mm,719.961,局部差分突变候选
附件5_Sheet1,3958,表面位移_mm,719.955,局部差分突变候选
附件5_Sheet1,4117,表面位移_mm,725.758,局部差分突变候选
附件5_Sheet1,4118,表面位移_mm,720.021,局部差分突变候选
附件5_Sheet1,4807,表面位移_mm,1434.873,局部差分突变候选
附件5_Sheet1,4808,表面位移_mm,1437.9,局部差分突变候选
附件5_Sheet1,5235,表面位移_mm,1690.193,局部差分突变候选
附件5_Sheet1,5834,表面位移_mm,1798.485,局部差分突变候选
附件5_Sheet1,5835,表面位移_mm,1789.653,局部差分突变候选
附件5_Sheet1,6220,表面位移_mm,1915.776,局部差分突变候选
附件5_Sheet1,6484,表面位移_mm,2004.848,局部差分突变候选
附件5_Sheet1,6585,表面位移_mm,2029.246,局部差分突变候选
附件5_Sheet1,6735,表面位移_mm,2046.84,局部差分突变候选
附件5_Sheet1,7334,表面位移_mm,2169.875,局部差分突变候选
附件5_Sheet1,7822,表面位移_mm,2459.333,局部差分突变候选
附件5_Sheet1,7823,表面位移_mm,2459.258,局部差分突变候选
附件5_Sheet1,7828,表面位移_mm,2461.63,局部差分突变候选
附件5_Sheet1,7829,表面位移_mm,2461.616,局部差分突变候选
附件5_Sheet1,7921,表面位移_mm,2480.915,局部差分突变候选
附件5_Sheet1,8234,表面位移_mm,2503.646,局部差分突变候选
附件5_Sheet1,8447,表面位移_mm,2543.013,局部差分突变候选
附件5_Sheet1,8448,表面位移_mm,2537.512,局部差分突变候选
附件5_Sheet1,8841,表面位移_mm,2611.616,局部差分突变候选
附件5_Sheet1,8869,表面位移_mm,2615.113,局部差分突变候选
附件5_Sheet1,9029,表面位移_mm,2878.113,局部差分突变候选
附件5_Sheet1,9031,表面位移_mm,2861.314,局部差分突变候选
附件5_Sheet1,9041,表面位移_mm,2877.646,局部差分突变候选
附件5_Sheet1,9099,表面位移_mm,3005.513,局部差分突变候选
